ID,ideology,leadership,name,party,description,introduced_bills_116,cosponsored_bills_116,unique_cosponsors_116,total_cosponsors_116
400064,0.1965847348592875,0.9137203480005132,Cardin,Democrat,moderate Democratic leader,39,242,85,287
300065,0.1905138568676192,0.4371010926291037,Leahy,Democrat,rank-and-file Democrat,6,212,68,110
300089,0.6842712314670936,0.0036686064960193042,Shelby,Republican,centrist Republican follower ,4,17,0,0
400272,0.21493105708072285,0.8599046075489796,Menendez,Democrat,moderate Democratic leader,76,198,80,645
412490,0.06094104905763689,0.6434335712266864,Blumenthal,Democrat,progressive Democrat,44,451,56,226
412598,0.14764642388885357,0.606817497880652,Booker,Democrat,rank-and-file Democrat,36,304,70,214
300019,0.33402792626520283,0.5233826194472183,Carper,Democrat,centrist Democrat,13,149,62,161
412390,0.3745840446518484,0.6625680179251404,Coons,Democrat,centrist Democratic leader,24,256,90,315
412223,0.015640533404288153,0.6359242565377132,Gillibrand,Democrat,progressive Democrat,33,301,79,304
412507,0.20241085497331418,0.5872274824995581,Schatz,Democrat,rank-and-file Democrat,30,151,55,250
300087,0.2530022429058318,0.36438058190000383,Schumer,Democrat,rank-and-file Democrat,14,103,50,101
412542,0.1030833179459894,0.6499704016165727,Warren,Democrat,progressive Democrat,31,309,75,307
